"year","from","to","bundesland","variable_x","variable_y","R-value","p-value","population_density"
"2020","2020-02-15","2020-05-25","Berlin","workplaces_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.929698726697163,1.64641631887355e-41,4118
"2020","2020-02-15","2020-05-25","Berlin","workplaces_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.399496629222436,3.39003250636753e-09,4118
"2020","2020-02-15","2020-05-25","Berlin","workplaces_percent_change_from_baseline","parks_percent_change_from_baseline",7.02293699625817e-05,0.944701922716863,4118
"2020","2020-02-15","2020-05-25","Berlin","workplaces_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.932826564634197,3.41914868703777e-42,4118
"2020","2020-02-15","2020-05-25","Berlin","workplaces_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,4118
"2020","2020-02-15","2020-05-25","Berlin","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline",0.932126400002347,4.8914864473267e-42,4118
"2020","2020-09-11","2020-12-20","Berlin","workplaces_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.225448099896191,2.86866762270899e-05,4118
"2020","2020-09-11","2020-12-20","Berlin","workplaces_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.0904704553282314,0.0108102159331938,4118
"2020","2020-09-11","2020-12-20","Berlin","workplaces_percent_change_from_baseline","parks_percent_change_from_baseline",0.195936721222554,0.000110945112868512,4118
"2020","2020-09-11","2020-12-20","Berlin","workplaces_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.458002336594296,9.25660384425916e-11,4118
"2020","2020-09-11","2020-12-20","Berlin","workplaces_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,4118
"2020","2020-09-11","2020-12-20","Berlin","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline",0.373136521054476,1.54074635681884e-08,4118
"2020","2020-02-15","2020-05-25","Bavaria","workplaces_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.758573151557631,5.56056870135377e-23,186
"2020","2020-02-15","2020-05-25","Bavaria","workplaces_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.547349394917749,1.7010364154377e-13,186
"2020","2020-02-15","2020-05-25","Bavaria","workplaces_percent_change_from_baseline","parks_percent_change_from_baseline",0.054605119666635,0.0498444064859874,186
"2020","2020-02-15","2020-05-25","Bavaria","workplaces_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.817353078764129,3.54002923393172e-27,186
"2020","2020-02-15","2020-05-25","Bavaria","workplaces_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,186
"2020","2020-02-15","2020-05-25","Bavaria","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline",0.912880517251097,2.71725658675419e-38,186
"2020","2020-09-11","2020-12-20","Bavaria","workplaces_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.243721053503552,1.21542910565924e-05,186
"2020","2020-09-11","2020-12-20","Bavaria","workplaces_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline",0.120068258887555,0.00307434274387648,186
"2020","2020-09-11","2020-12-20","Bavaria","workplaces_percent_change_from_baseline","parks_percent_change_from_baseline",0.00778439799035776,0.464372784660094,186
"2020","2020-09-11","2020-12-20","Bavaria","workplaces_percent_change_from_baseline","transit_stations_percent_change_from_baseline",0.35423719601325,4.398299785503e-08,186
"2020","2020-09-11","2020-12-20","Bavaria","workplaces_percent_change_from_baseline","workplaces_percent_change_from_baseline",1,0,186
"2020","2020-09-11","2020-12-20","Bavaria","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline",0.279510647188208,2.14447321415717e-06,186
"2020","2020-02-15","2020-05-25","Hamburg","workplaces_percent_change_from_baseline","retail_and_recreation_percent_change_from_baseline",0.884559245880065,4.55171081258782e-34,2446
